address,availability,bathroom,bedrooms,date_listed,date_update,furnished,gender,link,parking,pet,price,smoking,text,title,type_,user,views
"Dandenong North, VIC",04/11/2019,1 Bathroom,Studio or Bachelor Pad,03/11/2019,11/11/2019,Yes,,https://www.gumtree.com.au/s-ad/dandenong-north/property-for-rent/self-contain-room-for-rent-studio-/1232581749,Off Street,No,$260,No,"self contained studio for rent,-furnished,-ALL BILLS INCLUDED,-wifi,-close to all transport,-close to hospital,-close to dandenong tafe,-your own toilet,shower ,kitchenet,$260 for single person 2 people negotiable,RING STEVE ******5737,4 weeks bond,2 weeks rent on entry",self contain room for rent [studio],Other Rentals,"steve,4, ,ads,Gummie since, ,2015","803, , views"
epping,03/11/2019,1 Bathroom,3 Bedrooms,03/11/2019,03/11/2019,Yes,,https://www.gumtree.com.au/s-ad/epping/property-for-rent/room-for-rent-in-epping-only-single-punjabi-girl/1232597473,Street,No,$480,,Single bed room is available in epping...full furnished....4 minutes walk to epping station.....aldi....kebab shop..Nando’s...chemist warehouse....is on 2 minutes walk....480 per month including bills....only single punjabi girl please ,Room for rent in Epping only single punjabi girl,,"maninder,Gummie since, ,2016","113, , views"
"4/30 Gladstone Parade, Glenroy VIC 3046",02/12/2019,1 Bathroom,2 Bedrooms,03/11/2019,04/11/2019,No,,https://www.gumtree.com.au/s-ad/glenroy/property-for-rent/2-bedroom-unit-for-lease/1232603466,,Yes,"$2,250",No,2 Bedroom single storey Unit for lease. 5 minute walk to Glenroy Train Station 5 minute walk to Pascoe Vale Road retail strip,2 Bedroom Unit For Lease,Apartment & Unit,"Steve,Gummie since, ,2013","61, , views"
Narre Warren South VIC,05/11/2019,1 Bathroom,1 Bedroom,03/11/2019,03/11/2019,Yes,,https://www.gumtree.com.au/s-ad/narre-warren-south/property-for-rent/fully-furnished-one-bedroom-flat-for-rent/1232607495,Off Street,No,$280,No,"Fully furnished one bedroom flat , it offer : bedroom with walking in wardrobe and bathroom , kitchen with fridge , cooktop , microwaves and wash machine . It's suitable for full time work person and you must have stable income and responsible , reliable . $280/per week ( including water, gas , electricity bills ) , bond is 4 weeks rent , 2 weeks rent in advance and reference requires .,If it's suitable for you please on ******** 884 .",Fully furnished one bedroom flat for rent,Apartment & Unit,"Yu Ping Zhou,Gummie since, ,2013","311, , views"
"8 King Arthur Drive, Glen Waverley, VIC",01/12/2019,2 Bathrooms,3 Bedrooms,03/11/2019,23 hours ago,No,,https://www.gumtree.com.au/s-ad/glen-waverley/property-for-rent/property-for-rent-in-mwsc-zone-1-24-stephensons-road-mt-waverley-3149/1232609188,Covered,No,$490,No,"A well maintained fully renovated unti in MWSC zone with public transport at your doorstep.,3 bedroom, 1 bathroom, 2 toilets unit with 1 carspace.,Big backyard is ideal for a family with children. Close to train station and other amenities.",PROPERTY FOR RENT IN MWSC ZONE 1/24 Stephensons Road Mt Waverley 3149,Apartment & Unit,"Irina Kawar,Gummie since, ,2008","4, , views"
canyon street,15/11/2019,1 Bathroom,1 Bedroom,03/11/2019,03/11/2019,,,https://www.gumtree.com.au/s-ad/balwyn/property-for-rent/room-for-rent/1232613166,Off Street,,$113,,"Guyz,We have a room available at our house. The room is spacious and have built in wardrobe for two person . The rent per person per week comes to 113. Bills are excluded.,About the house,It’s is located in heart of Balwyn,15 mins drive to city,5 mins drive to eastern free way,3 minute walk to 109 tram,2.5 kms to Camberwell station,Total 4 boys are staying at house as of now with you it be six,The house is really spacious and at quiet location at corner of park,The room is available immediately,",Room For rent,House,"MANDEEP,Gummie since, ,2017","335, , views"
Reservoir VIC,27/11/2019,,2 Bedrooms,04/11/2019,04/11/2019,,,https://www.gumtree.com.au/s-ad/reservoir/property-for-rent/looking-for-1-2-bedroom-house-in-the-northern-suburbs-closer-to-city-/1232625614,,,"$1,300",,Hi we are two siblings looking for a 1-2 bedroom property for rent/lease transfer in the suburbs closer to the city or northern suburbs. Can move in ASAP.,looking for 1/2 bedroom house in the northern suburbs/closer to city.,,"Sharleen,Gummie since, ,2016","184, , views"
Doveton VIC 3177,07/11/2019,1 Bathroom,1 Bedroom,04/11/2019,04/11/2019,,,https://www.gumtree.com.au/s-ad/doveton/property-for-rent/looking-for-rental-house-room-for-3person-in-noblepark/1232650004,,,$500,,"looking for house,room for a single mother","Looking for rental house,room for 3person in Noblepark",Apartment & Unit,"shahnaz,Gummie since, ,2014","54, , views"
"428 Haughton Road, Clayton VIC",04/11/2019,1 Bathroom,4 Bedrooms,04/11/2019,04/11/2019,,,https://www.gumtree.com.au/s-ad/clayton/property-for-rent/4-bedrooms-house-for-rent/1232641511,Off Street,,$550,,"Accommodation is great, with 4 bedrooms, large master and central bathroom. Other features include: freshly painted, timber floors, split heating and the backyard is easily maintained.,Also is available as fully furnished and is ideal for university students wishing to live and share together. Brilliant location so do not miss out!,Very close to Clayton Station and shops.,By registering your details you will be INSTANTLY informed of any updates, changes or cancellations for your property appointment.,If no one registers for an inspection time then that inspection may not proceed.,DON'T MISS OUT : Book for an inspection time today by sending us a message!,Contact: Sam Chao ******1880",4 bedrooms house for rent,House,"Sam Chao,Gummie since, ,2019","453, , views"
Mulgrave VIC,04/11/2019,2 Bathrooms,4 Bedrooms,04/11/2019,13/11/2019,Yes,,https://www.gumtree.com.au/s-ad/mulgrave/property-for-rent/townhouse-with-stunning-oval-views-/1232656852,LUG,,$750,No,"FULLY FURNISHED TOWNHOUSE WITH STUNNING OVAL VIEWS!,- Fully furnished/Unfurnished,- 4 bedrooms with built in robes,- 2 bathrooms,- Entertainment deck,- Heating throughout,- Air conditioning throughout,- Powder room,- Double remote controlled garage,- Low maintenance courtyard,- Close proximity to Waverley Park Gym, Cafe, Shops, Monash Freeway and Eastlink,CONTACT NIKI MURRONE VIA EMAIL: nmu******@******.au to schedule a private inspection.",TOWNHOUSE WITH STUNNING OVAL VIEWS!,Townhouse & Villa,"Niki,Gummie since, ,2019","143, , views"
"Melbourne CBD, Melbourne VIC",05/11/2019,1 Bathroom,2 Bedrooms,04/11/2019,04/11/2019,Yes,,https://www.gumtree.com.au/s-ad/melbourne-cbd/property-for-rent/furnished-2-bed-apt-bills-included-high-level-mackenzie-st/1232660753,,No,"$1,030",No,"Apartment 2511/33 Mackenzie Street Melbourne,$1030 Per Week,2 Bedroom Apartment,Free Tram Zone,Highly sort after 33M Building.,Furnished balcony, breathtaking uninterrupted views across the city skyline,240 m to RMIT,5 minutes to Melbourne University,350 m to Melbourne Central Train Station,High level, 2 bedroom apartment, spacious open plan living with floor to ceiling windows, leading to balcony, modern fully equipped kitchen with stone benches. Large contemporary bathroom.,The apartment building features:,•	Security access to building foyer / lobby and to the lift,•	Secure intercom system,•	Pool,•	Spa,•	Sky Gym,•	Resident lounge,•	Sun terraces,•	Full time Building Manager,What’s included…,•	Brand new furniture,•	All homewares,•	Fully equipped modern kitchen,•	All utilities connection and usage charges,•	Linen and towels,•	55″ LCD television,•	Heating & Cooling,•	Dishwasher,•	European laundry with washer dryer,•	Unlimited Wi-Fi internet (extra charge),•	Furnished balcony facing North and West, uninterrupted views,Good to know….,•	200 m to Italian restaurants, Lygon Street,•	200 m to Carlton Gardens. Melbourne Museum,•	600 m to St Vincent’s Hospital,•	350 m to RMIT University,•	850 m to Melbourne University,•	500 m to Melbourne Central train station,•	200 m to tram stop,•	350 m to QV Melbourne,•	900 m to Bourke Street Mall,•	750 m to Victoria Market,•	300 m to Victorian State Library,•	550 m to Melbourne’s China Town,How much?,Security Deposit / Bond: $3,500,Options:,•	Unlimited Wi- Fi Internet is $30 per week extra,•	Additional guests (more than 4) – $70 for each additional person,•	Housekeeping service with linen change $170 ($15 per extra bed over 4),•	Car parking (subject to availability) $70 per week,•	There is a once of exit clean fee of $350 ( $50 for every additional bed over 4),•	Rent is paid every second Friday in advance,Bedding Options:,Bedding Configuration,Bedroom 1,1 x king bed,or,2 x single beds or,or,1 x single bed & 1 x bunk bed,Bedroom 2,1 x king bed,or,2 x single beds,or,1 x single bed & 1 x bunk bed,You will have sole occupancy of the Apartment that you book.",Furnished 2 Bed Apt. Bills Included. High level Mackenzie St,Apartment & Unit,"Anna and Bill,51, ,ads,Gummie since, ,2017","586, , views"
"principal drive, wyndham vale",02/12/2019,2 Bathrooms,4 Bedrooms,04/11/2019,04/11/2019,,,https://www.gumtree.com.au/s-ad/wyndham-vale/property-for-rent/brand-new-spacious-4-bedroom-2-bathroom-double-garage-/1232661315,Covered,,$510,,New home that has been fully furnished and ready to move in . $510pw,"Brand new spacious 4 bedroom , 2 bathroom double garage .",House,"Neville Govender,Gummie since, ,2019","75, , views"
"Melbourne CBD, Melbourne VIC",18/11/2019,1 Bathroom,1 Bedroom,04/11/2019,04/11/2019,Yes,,https://www.gumtree.com.au/s-ad/melbourne-cbd/property-for-rent/close-to-cbd-fully-furnished-1-bedroom-apartment-bills-included/1232664333,Street,No,$620,No,"Apartment 1/35 Darling Street South Yarra – ‘St James’,SPECIAL PRICE $620 PER WEEK (was $660 per week),1 Bedroom Apartment,Recently refurbished contemporary styling, featuring modern furniture and home-wares, fully equipped kitchen with modern appliances, open dining / living area and separate bathroom.,Private courtyard off the bedroom, read a book or just take in some sun.,Just half an hour by train to Monash Clayton University.,10 minutes to Monash Caulfield,Two train stops and just 7 minutes to Melbourne CBD, RMIT, Melbourne University and everything our city has to offer.,What’s included…,•	All furniture and homewares,•	Modern fully equipped kitchen,•	All utilities connection and usage charges (electricity, water & gas),•	Linen and towels,•	Unlimited Wi-Fi internet (extra charge),•	42” LCD television,•	Split system heating and cooling,•	Work Desk,•	Split system heating and cooling,•	Laundry facilities,How Much?,Security Deposit / Bond: $2,500,Options,	- Unlimited Wi- Fi Internet is $23 per week extra,- Additional guests (more than 2) – $60 for additional person,	- Housekeeping service with linen change $140 ($15 per extra bed over 2),	- There is a once of exit clean fee of $250 ( $50 for every additional bed over 2),	- Rent is paid every second Friday in advance,Good to know….,35 Darling Street, South Yarra is five kilometres, and a 10-15minute tram ride from the heart of Melbourne’s CBD and:,•	400m to South Yarra Train station,•	2 stops / 7 minutes to Melbourne CBD,•	10 minutes to Monash Caulfield,•	30 minutes to Monash Clayton,•	200 m to your local cafe - ‘Darling Cafe',•	400m to Toorak Road Tram Stop (Number 8 Tram),•	200m to Yarra River, parks and sporting precinct,•	300m to Toorak Rd & 500m to Chapel St,•	900 m to local shopping centre (supermarket and fish food),•	600 m to Palace (Independent cinema complex),•	900 m to Jam Factory mainstream cinemas,•	900 m to Tan (Royal Botanic Gardens),•	1.4 km to Prahran Market,•	1.4 km to Melbourne’s Sports Precinct (MCG, AAMI Park, Tennis Centre and more),Bedding Options…,1 x king bed,or,2 x single beds,or,3 x single beds,or,4 x single beds,or,1 x king bed 1 x single bed,or,1 x king bed 2 x single beds,Can accommodate up to 4 people,You will have sole occupancy of the Apartment that you book. Security access to building foyer / lobby","Close to CBD Fully Furnished 1 bedroom apartment, bills included",Apartment & Unit,"Anna and Bill,51, ,ads,Gummie since, ,2017","428, , views"
"Keilor Park, VIC",01/11/2019,,,04/11/2019,21/11/2019,,,https://www.gumtree.com.au/s-ad/keilor-park/property-for-rent/high-exposure-warehouse-for-lease-keilor-park-dve-tullamarine/1229932513,,,$650,,"Renovated Warehouse/Showroom/Factory Outlet, located in Tullamarine/ Keilor Park.,210sqm in a highly visible location & prominent position on Keilor Park Drive, Tullamarine with an estimated 30,000 vehicles passing by daily.,5 vehicle / car parks allocated to the site.,Close to Melbourne Airport, Western Ring Rd, Calder Hwy and Tullamarine freeways.,Clean premises, 3 phase power, container height roller door, and close to a popular cafe.,Long lease available $2490 p.c.m. plus GST.,Call Stan on ******** 644 or Steven on 0419 02 03 04","High Exposure Warehouse for Lease - Keilor Park Dve, Tullamarine",Other Rentals,"Stan Kayalicos,Gummie since, ,2017","108, , views"
Campion Walk,20/10/2019,2 Bathrooms,3 Bedrooms,30/10/2019,07/11/2019,Yes,,https://www.gumtree.com.au/s-ad/lynbrook/property-for-rent/room-for-rent/1232206224,Street,No,$450,No,"We are looking to share our house with a respectful, tidy, easy going Sri Lankan female who can pay rent on time. You would be sharing with a couple.,There is furnished single room for $450 per month without utility bills (Not charging for internet),The house is 5-7 minutes walking distance to Lynbrook station (The station after Dandenong in Cranbourne train line) and Lynbrook Shopping Center.",Room for rent,House,"Esh Fernando,Gummie since, ,2019","29, , views"
Croydon,02/12/2019,1 Bathroom,1 Bedroom,30/10/2019,26 minutes ago,No,,https://www.gumtree.com.au/s-ad/croydon/property-for-rent/private-lovely-semi-attached-1-bedroom-unit/1232224814,Street,No,$340,No,"Private lovely fresh clean unattached unit will not be disappointed Croydon,Must be working and must have references to apply,Sorry no pets and no smoking,Don’t miss out on this lovely unattached unit,$340 .00 weekly includes (utilities) power & water,Bond discussed",Private lovely semi attached 1 bedroom unit,Apartment & Unit,"Brony Hall,Gummie since, ,2014","9, , views"
Rockbank VIC,,,,31/10/2019,11/11/2019,,,https://www.gumtree.com.au/s-ad/rockbank/property-for-rent/5-acre-land-for-storage-grazing-parking-nursery-plantation-etc-/1232296391,,,$500,,"Hi,,5 acre land is available right on western freeway that can be used for storage, grazing, parking, nursery plantation etc. Please note there is no structure built on the land and it has been fenced all-around.,Location is very convenient, and feel free to reach out to me in case you have any queries.,Mentioned rent is per week.,Thanks ","5 acre land for storage, grazing, parking, nursery plantation etc.",Other Rentals,"Anki,Gummie since, ,2014","5, , views"
"Carnegie, VIC",02/11/2019,,,02/11/2019,02/11/2019,,,https://www.gumtree.com.au/s-ad/carnegie/property-for-rent/professional-end-of-lease-cleaning/1232434733,,,$250,,"Professional End Of Lease Cleaning available all suburbs, our experience is second to none and our coast is very affordable and competitive, for a free quote please contact,please note that our service comes with a bond return guarantee and a receipt for your agent plus 30 years cleaning experience",Professional End Of Lease Cleaning,Apartment & Unit,"Gary,Gummie since, ,2017","159, , views"
huntington grove,24/11/2019,2 Bathrooms,2 Bedrooms,01/11/2019,30/11/2019,Yes,,https://www.gumtree.com.au/s-ad/coburg/property-for-rent/southbank-city-road-apartment-fully-furnished/1232387536,Covered,Yes,$760,,"Full 2 bedroom 2 bathroom 2 car park Southbank location apartment,State of the art appliances",Southbank City Road apartment fully furnished,,"Sandra,37, ,ads,Gummie since, ,2012","7, , views"
Mark Court,18/11/2019,1 Bathroom,Studio or Bachelor Pad,31/10/2019,17/11/2019,Yes,,https://www.gumtree.com.au/s-ad/noble-park/property-for-rent/new-studio-for-rent/1213732823,,,$270,,"AVAILABLE - **NOTE** we will not reply to you if you do not provide your mobile number in your enquiry.,1 available for 270 (single),If you are looking for a new luxury studio for yourself then this may be the right place for you!,***The studio available is a ground floor studio with a private courtyard.***,All bills included!!,Situated 1.8km from Noble Park train station and even closer to noble park shopping precinct.,Perfect for any professionals or students working or studying locally,Studio features:,- fully furnished,- comfy double bed,- table for meals or for study,- full kitchenette with sink, draws and ample,cupboard space,- fridge with separate freezer,- microwave, kettle and toaster,- your own washroom (toilet, shower, basin,and mirror cabinets),- Split system, AC and heating,- unlimited fast internet,- on-site parking (1 car spot),- only things to share are main kitchen,and commercial washer and dryer,- advanced CCTV system covering the whole,property to keep you, your belongings,cars and/or bikes safe,You will always be in comfort with your own split system AC for those hot days and cold winter nights. The property has been designed with 7 stars energy rating efficiency. With added sound deadening features in all walls roof and floors for added privacy.,Get in quick to secure the last studio which has a courtyard!,Your own full washroom with shower toilet, basin and mirror cabinet for all of your toiletries.,Don’t get caught out by renting a ‘share house’ with fridges and pantries in common areas. These simply don’t work and you will never find who took your food! All of your belongings will be kept safe in your own studio where only you will have access via keyless entry locks. No keys at all to get in or out of the property so you’ll never lock your self out! Just a 4 digit code to remember, all electronic with auto locking functions for added peace of mind.,There is only a laundry to share and a main kitchen, that's the only thing you may chose to share.,Keyless entry!!,Unlimited Internet access,Off street parking,The safety/security of having the entire site protected by a full security/CCTV camera system.,All you will have to do is move in and ensure your rent is paid on time because that is the only expense you will be up for.,All bills are included into the price of the studio.,270 per week for a single person on a 12 month lease +20 for a couple.,4 weeks bond and 4 weeks rent required to move in.,With the bus service just metres from the property you have full access to a number of train stations.,Call or text me to organise an inspection. This studio will not last at this price.,Unfortunately this property is not suitable for pets.,Thank you",New Studio For Rent,Apartment & Unit,"Frank,Gummie since, ,2013","540, , views"
"Grattan St, Parkville VIC 3050, Australia",,,,02/11/2019,02/11/2019,,,https://www.gumtree.com.au/s-ad/north-melbourne/property-for-rent/looking-for-an-apartment-granny-flat-250p-w/1232434871,,,$250,,Hi! I am looking for an apartment or granny flat to move in. Hoping not too far from the cbd or any public transport as I cant drive. Thank you,Looking for an apartment/granny flat 250p/w,,"Ash,Gummie since, ,2015","94, , views"
Windsor VIC,01/12/2019,1 Bathroom,2 Bedrooms,02/11/2019,26/11/2019,Yes,,https://www.gumtree.com.au/s-ad/windsor/property-for-rent/2-bedroom-unit-in-prahran/1232455362,Street,No,$450,No,"300 metres from Chapel St. Unit is back of the house and separate entry. Private decking facing to north the garden. Washing machine, Fridge, double bed and mattress in each room. Sofas and dinner table at the living room. Gas cook top. Water and gas including to weekly rental. Electric charge only for the usages. It’s not suitable for pets and children. Perfect for professional couples or accommodate up to 3 people maximum.,Available from 1st December or earlier can be considered. Address No 8 Stewart Street Windsor,For inspection Please call Erol on ******** 328",2 Bedroom Unit in Prahran,Townhouse & Villa,"Mursel,Gummie since, ,2017","290, , views"
45 clarke st southbank,25/11/2019,1 Bathroom,2 Bedrooms,02/11/2019,02/11/2019,,,https://www.gumtree.com.au/s-ad/southbank/property-for-rent/2br-apartment-lease-transfer-platinum-southbank-low-rent-/1232456076,None,,$507,,"Comfort, convenience, fantastic lifestyle and most specially an affordable luxury. This 2 bedroom (BIR) / 1-bathroom apartment ticks all the boxes of the fine things modern living can offer:,- Excellent location - Live right in the heart of Southbank, close to Crown Entertainment Complex, South Melbourne Market and Melbourne CBD. Woolworth’s small format café, food and produce store is located on ground level,- World class amenities – pool, fully equipped gym, steam room and sky lounge on level 52 plus a 24 hour concierge,- Close to public transport – 4 tram lines operate in the area from early morning ‘til midnight,- Affordable luxury – top quality fixtures and finishes in a very reasonable price","2BR Apartment, Lease Transfer, Platinum - Southbank, Low Rent!!",Apartment & Unit,"Mishaal,Gummie since, ,2014","435, , views"
Notting Hill VIC,11/11/2019,1 Bathroom,3 Bedrooms,02/11/2019,16/11/2019,,,https://www.gumtree.com.au/s-ad/notting-hill/property-for-rent/house-for-rent-longbourne-avenue-notting-hill-glen-waverley-/1232456305,Covered,Yes,$410,,"( Longbourne Avenue, Notting Hill, 3168),This property is suitable for students or fresh migrants. Situated in perfect location within minutes to Monash Clayton campus and pinewood shops.,Short drive away to Glen Waverley centre, Syndal and Glen Waverley train station. Easy access to Monash Freeway and Princess Highway.,Current tenants moving out 10th November, will be awailable for lease 12th november. First Come first Serve.,Pets are welcome. Please text for a street address.",House for Rent - Longbourne Avenue @ Notting Hill (Glen Waverley),House,"Walkey,Gummie since, ,2013","536, , views"
Tarneit VIC,23/12/2019,2 Bathrooms,4 Bedrooms,02/11/2019,03/11/2019,Yes,,https://www.gumtree.com.au/s-ad/tarneit/property-for-rent/family-stunner-fully-furnished-home-for-rent/1232466287,Covered,Yes,$600,No,"Perfect family stunner,Whether you recently moved to Victoria? or wanting to settle in the growing Tarneit? This fully furnished stunning property that meets all demands of a family is sure to impress you.,It is a true interior designer's paradise featuring designer wall papers, featured walls, a striking chandelier, with the most beautiful complementing furniture and accessories that really make this property feel like home. It must be seen to be appreciated.,A living/dining area accompanied by a contemporary kitchen featuring stone benches and modern appliances forms a fabulous indoor-outdoor living space with a landscaped backdrop defined by designer decking, sunny paved entertaining and appealing privacy. Ducted heating, evaporative cooling, efficient storage, polished floors, carpets in bedrooms and a beautiful sense of proportion further enhance a Victorian of compelling character.,It features:,-4 bedrooms (master with large built in robe),-Modern kitchen (with dishwasher, gas cooking & plenty of pantry space),-Large separate living,-,-Modern bathroom (with shower over bath),-Ducted gas heating,-Evaporative cooling,-2 split system air conditioners,-Euro laundry,-Outdoor entertaining area (Includes fireplace),-Locked double garage, additional room for a 3rd vehicle,-Security system,-Low maintenance,-Fully Furnished (note: full list of furnishings available on request),CLOSE TO:-,-Walking distance to Vesper Avenue Park,-Walking distance to Tarneit Rise Primary School,-Tarneit P-9 College (2 Kms),-Tarneit Gardens Shopping (1.5 Kms),-Tarneit Railway Station (4 Kms),-Werribee Plaza (7.5 Kms),-Good News Lutheran College (3 Kms),Contact Murali (Owner, currently living) - ******7249, to arrange an inspection or if you'd like to know further details",Family Stunner - Fully furnished home for rent,House,"Florence,9, ,ads,Gummie since, ,2011","304, , views"
"Moorabbin Train Station, Moorabbin VIC",10/09/2018,1 Bathroom,1 Bedroom,02/11/2019,24/11/2019,Yes,,https://www.gumtree.com.au/s-ad/moorabbin/property-for-rent/cosy-sunny-bright-privet-master-bed-room-close-every-thing/1232460856,Covered,No,$255,No,"Hello! Welcome to the best livable Melbourne in the world ! You are just few clicks away to book a Sunny and bright with the garden surround Beautiful affordable privet maste bed room in shared house ! close the city and Brighton beach . homelsglen /southland shopping center ---Everything just a few minutes away.,it's suitable for students and cuples who want share with firendly owner .",Cosy sunny bright privet master bed room close every thing,House,"Emily,Gummie since, ,2012","221, , views"
North Melbourne VIC,09/11/2019,1 Bathroom,2 Bedrooms,02/11/2019,13/11/2019,No,,https://www.gumtree.com.au/s-ad/north-melbourne/property-for-rent/beautiful-2-bedroom-apartment-for-rent-north-melbourne/1232487631,Off Street,,$480,,"Beautiful 2-bedroom apartment available for rent in Royal Park Towers (171 Flemington Road, North Melbourne), 2 min walk from Royal Children's Hospital,Bathed in natural light, renovated apartment with modern kitchen, lovely views of CBD, spacious master bedroom and second bedroom both with built-in wardrobes and balcony. Unfurnished, secure car park and lift access.,Building has its own swimming pool and landscaped garden. Conveniently located close to public transport, Royal Park, Queen Vic Market, CBD, hospital precincts.","Beautiful 2 Bedroom Apartment for Rent, North Melbourne",Apartment & Unit,"Kevin,Gummie since, ,2019","269, , views"
51 Galada Ave.,19/11/2019,1 Bathroom,1 Bedroom,02/11/2019,20/11/2019,No,,https://www.gumtree.com.au/s-ad/parkville/property-for-rent/lease-transfer-contract-until-27th-march-2020-extendable-/1232506431,LUG,,$380,,"51 Galada Ave. Parkville,Contract until 27 March 2020, and of course it is extendable if interested.,380$ pw,One bedroom generously proportioned apartment with spacious open-plan living area. Single car space and access to communal bicycle storage. Each apartment provides residents with functional contemporary design, premium appointments and spacious open- plan living areas. Discover an enviable residential location only approximately 4km from Melbourne's CBD in a pristine, leafy environment where the best of inner city living is close at hand Flourish Parkside is conveniently located with world-class universities, sporting venues, and arts and entertainment facilities nearby. As part of Parkville Gardens, Flourish Parkside has a stunning landscaped connection to Royal Park, Melbourne's largest green space. The Capital City Cycle Trail runs through Royal Park giving you access to Melbourne Zoo, Melbourne Aquarium, Docklands, Southbank, Federation Square and Melbourne Crown Casino. Residents also enjoy access to the exclusive ""Park Club"" which features a 25m indoor lap pool, gymnasium, and stunning outdoor barbeque area with residents' retreat area.","Lease Transfer (Contract until 27th March 2020, extendable)",Apartment & Unit,"Daniz,Gummie since, ,2019","233, , views"
"31 Sparks Avenue, Fairfield VIC",02/11/2019,2 Bathrooms,3 Bedrooms,02/11/2019,02/11/2019,No,,https://www.gumtree.com.au/s-ad/fairfield/property-for-rent/rental-town-house/1232479519,Off Street,Yes,$570,,"31 sparks avenue fairfield 3078,$570.00pw as new beautiful 3 bedroom architect designed 2 storey town house which includes:,- high ceilings to both ground & 1st floors,- huge open plan living areas with polished floor boards,- floor to ceiling windows,- polished porcelain tiles to wet areas,- kitchen with euro stainless steel appliances,- 3 bedrooms with wall to wal carpets,- mirrored sliding doors on built in robes,- separate laundry & powder room,- beautifully manicured gardens,- 2 split system air cons,- off street parking,- available 02/11/19",Rental town house,Townhouse & Villa,"george,Gummie since, ,2013","106, , views"
"71 Riversdale Road, Hawthorn VIC",25/11/2019,1 Bathroom,1 Bedroom,02/11/2019,02/11/2019,Yes,,https://www.gumtree.com.au/s-ad/hawthorn/property-for-rent/deluxe-studio-room-for-one-person/1232482669,,No,"$1,281",,"This is a Deluxe Studio Room which has a bathroom, kitchenette, and a bed. This room has a parting door between the kitchenette and the bedroom. This is a fully furnished room.",Deluxe Studio Room for one person,Apartment & Unit,"Niketh Sathya Athithan,Gummie since, ,2019","92, , views"
"547 Flinders Lane, Melbourne VIC",Regards,1 Bathroom,1 Bedroom,02/11/2019,02/11/2019,Yes,,https://www.gumtree.com.au/s-ad/southbank/property-for-rent/lease-transfer-for-1-bedroom-appartment/1232508860,None,,"$1,900",No,"Hi Friends!!,We are looking to transfer our lease as we would be moving out Australia.,It is one bedroom apartment close to Southern Cross station.,Next to Holiday Inn, Close to Sea life aquarium, Right in the Free Tram zone CBD.,Rent :AUD$1900 per month excluding utlity bills(water and electricity).,Bond : 1 month (AUD$1900),Available: December 1st 2019 to 28th Feb 2020.,Comes with the following items,1. Fridge (Samsung),2. Washing Machine cum Dryer (LG),3. Double Bed/Single Bed including with Mattress/Pillows/Bed Sheets,4. Vacuum Cleaner,5. Microwave,6. Toaster,7. Dishwasher,8. Microwave Oven,9. Electric Heaters in both rooms,10. Kitchen Utensils/Cutlery set/ Cups/Plates,11. Fans Evaporative Cooler,12. Couch (3 Seater) 2 chairs,13. Coffee Table Study Table,14. Wooden Almirah - Storage,15. Wooden Kitchen Table Top with Storage,16. Iron Ironing stand,17. Clothes hangers,18. Soap Dispensers,19. 32"" inches Flat TV (LG),20. Few decorative items (Big black Vase with Flowers,extra mirrors etc),To discuss more give us a call at ******1792,Regards,Adil Shaikh",Lease transfer for 1 bedroom appartment,Apartment & Unit,"Adil,Gummie since, ,2019","238, , views"
"Point Cook, VIC",04/11/2019,3 Bathrooms,4 Bedrooms,02/11/2019,28/11/2019,No,,https://www.gumtree.com.au/s-ad/point-cook/property-for-rent/perfect-family-home-12-astoria-drive-point-cook-vic-3030/1232521232,Covered,,$390,,"4 Bedrooms 3 Bathrooms 2 Carspace AVAILABLE NOW.,Open for inspection. Sat, 30/11 @ 10:15am - 10:30am.,Looking to get into the new estate in Upper Point Cook. It comes with everything you need. Located at an essential part of Point Cook with short distance to local shops, Point Cook Town Centre, local parks, playgrounds and with easy freeway access.,This property has all the room and space you need! With 4 bedrooms, the master bedroom includes an ensuite. The three other bedrooms include BIRs. Enjoy your extensive open plan kitchen area including dining area with separate family area.,Fully landscaped front and back low maintenance gardens,Double remote garage (with internal access),Featuring :,# Three bedrooms with BIR's,# Master Bedroom with BIR & ensuite with double vanity,# Great alfresco for entertaining,# Spacious Kitchen/Meals and Living Area,# Attractive Bathroom,# Separate Toilet,# Double Garage with remote control, internal and external access,# Low maintenance front and backyard,**To book an appointment to view this property, please click on the email agent button or request an inspection button and register your details and we will respond to you with available inspection times. Please note that You MUST register or the appointment time will not go ahead. If no appointment time is available yet please register and we will notify you as soon as a time becomes available. Please bring your ID at the inspection.**","Perfect Family Home! 12 Astoria Drive, POINT COOK, VIC 3030",House,"Auspacific Property Investment,Gummie since, ,2015","200, , views"
"Dallas VIC 3047, Australia",,3 Bathrooms,3 Bedrooms,02/11/2019,14/11/2019,No,,https://www.gumtree.com.au/s-ad/dallas/property-for-rent/house-for-rent-2-5-geach-street-dallas-vic-3047/1232523008,Covered,No,$450,No,"2/5 Geach Street, Dallas, Vic 3047,$450 Per Week,Open Saturday 11:55 to 12:15,Chelsea - Harcourts Roxburghpark ******2448","House for rent -2/5 Geach Street, Dallas, Vic 3047",Townhouse & Villa,"Reza Zubair,Gummie since, ,2013","329, , views"
